vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0133,CVE-2025-1133,P133,Security Patch 133,A024,Asset 24,Endpoints,Web,9.3,0.22,1,0,4,1,3,1,1.3,4693.04,2.0,0.74,0.12,0.38,0.07,363,Medium,25,14,P033,
V0134,CVE-2025-1134,P134,Security Patch 134,A003,Asset 3,Cloud,API,4.1,0.74,1,1,1,2,4,1,0.6,2122.8,3.2,0.62,0.33,0.09,0.55,387,Critical,7,57,,P080
V0135,CVE-2025-1135,P135,Security Patch 135,A041,Asset 41,CRM,Auth,9.0,0.53,0,1,5,3,2,1,5.2,1125.62,3.9,0.76,0.23,0.38,0.61,178,Medium,15,19,P094,
V0136,CVE-2025-1136,P136,Security Patch 136,A035,Asset 35,ERP,Gateway,5.2,0.63,0,0,5,5,5,1,4.2,1198.28,1.1,0.76,0.13,0.37,0.41,313,Critical,24,10,P022,
V0137,CVE-2025-1137,P137,Security Patch 137,A012,Asset 12,ERP,API,8.2,0.36,0,0,2,1,4,1,3.2,2621.4,5.4,0.72,0.08,0.26,0.27,8,Low,42,59,,
V0138,CVE-2025-1138,P138,Security Patch 138,A046,Asset 46,CRM,Payment,9.1,0.61,0,0,2,3,1,0,6.3,3464.16,1.1,0.94,0.41,0.18,0.75,186,High,21,11,,P133
V0139,CVE-2025-1139,P139,Security Patch 139,A026,Asset 26,OT,Web,9.5,0.4,1,0,5,1,3,0,5.8,4726.2,4.5,0.77,0.35,0.09,0.14,207,Critical,19,49,,
V0140,CVE-2025-1140,P140,Security Patch 140,A037,Asset 37,ERP,API,6.6,0.48,1,0,4,1,3,1,5.0,772.12,4.1,0.74,0.4,0.63,0.42,251,High,34,11,P122,
V0141,CVE-2025-1141,P141,Security Patch 141,A042,Asset 42,DataLake,Gateway,9.1,0.89,0,0,4,1,2,0,3.6,807.55,2.8,0.96,0.29,0.45,0.06,140,High,14,24,,
V0142,CVE-2025-1142,P142,Security Patch 142,A009,Asset 9,CRM,Auth,5.3,0.49,1,0,4,3,3,1,7.3,376.38,2.8,0.64,0.29,0.23,0.1,370,Medium,39,25,P037,
V0143,CVE-2025-1143,P143,Security Patch 143,A038,Asset 38,DataLake,API,8.1,0.63,1,0,3,3,3,1,6.5,2912.96,5.8,0.9,0.03,0.18,0.68,6,Critical,17,44,,
V0144,CVE-2025-1144,P144,Security Patch 144,A019,Asset 19,Endpoints,Database,8.9,0.94,0,0,2,2,2,0,3.5,4021.6,4.4,0.65,0.34,0.18,0.43,51,Low,6,49,P077,
V0145,CVE-2025-1145,P145,Security Patch 145,A021,Asset 21,ERP,Payment,6.4,0.54,1,1,5,2,4,0,7.0,5038.13,3.3,0.62,0.04,0.36,0.15,179,Critical,23,31,,
V0146,CVE-2025-1146,P146,Security Patch 146,A003,Asset 3,Endpoints,Payment,8.7,0.48,1,0,1,3,1,0,1.5,4688.86,0.8,0.77,0.07,0.64,0.46,413,Critical,13,20,,
V0147,CVE-2025-1147,P147,Security Patch 147,A006,Asset 6,Cloud,API,7.7,0.52,0,0,4,1,1,1,0.6,5249.04,3.8,0.91,0.22,0.31,0.51,289,High,16,24,,
V0148,CVE-2025-1148,P148,Security Patch 148,A021,Asset 21,Cloud,Gateway,6.3,0.27,0,1,1,3,4,0,6.6,2187.9,2.4,0.67,0.34,0.49,0.59,51,Critical,17,55,P090,
V0149,CVE-2025-1149,P149,Security Patch 149,A007,Asset 7,ERP,Payment,9.2,0.26,1,1,2,4,5,1,0.5,1276.98,3.4,0.96,0.25,0.3,0.4,106,Critical,10,30,,
V0150,CVE-2025-1150,P150,Security Patch 150,A036,Asset 36,ERP,Database,6.6,0.54,1,1,5,5,2,1,5.0,1036.15,3.8,0.61,0.31,0.11,0.32,369,Medium,9,19,,
