vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0133,CVE-2025-1133,P133,Security Patch 133,A043,Asset 43,Cloud,Web,5.7,0.7,0,1,4,2,1,1,5.0,1520.59,2.5,0.76,0.31,0.25,0.35,222,High,19,3,,
V0134,CVE-2025-1134,P134,Security Patch 134,A074,Asset 74,CRM,Database,4.1,0.64,1,1,2,2,5,1,0.6,4590.65,2.5,0.59,0.34,0.24,0.45,204,Medium,8,28,P075,
V0135,CVE-2025-1135,P135,Security Patch 135,A036,Asset 36,DataLake,Auth,5.3,0.71,1,0,1,5,4,0,4.4,2170.49,5.5,0.88,0.02,0.63,0.52,103,Critical,18,43,,P090
V0136,CVE-2025-1136,P136,Security Patch 136,A025,Asset 25,Endpoints,Gateway,6.4,0.75,0,0,5,2,4,0,0.7,423.33,3.0,0.87,0.03,0.2,0.35,107,Low,40,54,P032,
V0137,CVE-2025-1137,P137,Security Patch 137,A026,Asset 26,Endpoints,Gateway,8.6,0.45,0,1,2,4,1,0,4.1,4119.86,2.4,0.85,0.37,0.47,0.63,17,High,17,55,P124,
V0138,CVE-2025-1138,P138,Security Patch 138,A047,Asset 47,DataLake,Database,5.5,0.83,1,0,1,4,1,0,4.1,2777.66,1.4,0.97,0.2,0.58,0.67,131,Critical,30,49,,
V0139,CVE-2025-1139,P139,Security Patch 139,A049,Asset 49,OT,API,5.9,0.44,1,0,5,1,5,0,5.1,4176.18,4.8,0.75,0.07,0.48,0.69,284,Low,8,55,P071,
V0140,CVE-2025-1140,P140,Security Patch 140,A045,Asset 45,OT,API,6.8,0.52,1,0,4,5,5,1,3.6,4144.24,1.2,0.94,0.03,0.57,0.46,260,Low,38,17,,
V0141,CVE-2025-1141,P141,Security Patch 141,A006,Asset 6,OT,Database,5.0,0.17,1,0,2,1,4,0,0.9,3530.14,2.0,0.72,0.34,0.53,0.43,12,Low,34,7,P016,P076
V0142,CVE-2025-1142,P142,Security Patch 142,A032,Asset 32,Cloud,Database,7.4,0.7,0,0,3,1,3,1,6.2,2229.52,1.4,0.87,0.37,0.15,0.08,351,High,24,4,,
V0143,CVE-2025-1143,P143,Security Patch 143,A025,Asset 25,CRM,Web,5.9,0.84,1,1,1,3,3,0,2.8,3065.15,2.7,0.94,0.27,0.43,0.63,249,Low,18,14,,
V0144,CVE-2025-1144,P144,Security Patch 144,A033,Asset 33,Endpoints,Web,8.8,0.91,0,1,2,2,4,1,5.7,5168.15,1.4,0.75,0.35,0.29,0.61,160,Medium,17,43,,
V0145,CVE-2025-1145,P145,Security Patch 145,A043,Asset 43,OT,Payment,6.0,0.79,1,0,2,5,3,0,5.1,3088.26,1.7,0.69,0.4,0.13,0.3,218,Medium,17,50,,
V0146,CVE-2025-1146,P146,Security Patch 146,A011,Asset 11,CRM,Gateway,6.4,0.79,1,0,2,4,2,1,2.0,641.13,3.1,0.7,0.34,0.45,0.18,280,Critical,28,40,P071,
V0147,CVE-2025-1147,P147,Security Patch 147,A025,Asset 25,Cloud,Auth,7.8,0.35,1,1,5,5,2,0,5.5,4146.67,3.0,0.71,0.36,0.1,0.72,51,High,5,27,P075,
V0148,CVE-2025-1148,P148,Security Patch 148,A050,Asset 50,Endpoints,API,7.1,0.35,0,1,2,3,2,0,3.1,3247.95,1.3,0.62,0.34,0.6,0.65,157,Critical,29,53,P110,
V0149,CVE-2025-1149,P149,Security Patch 149,A083,Asset 83,Cloud,Auth,9.6,0.33,0,1,4,2,1,1,2.5,5131.46,0.9,0.71,0.23,0.26,0.75,332,High,9,28,P089,
V0150,CVE-2025-1150,P150,Security Patch 150,A035,Asset 35,DataLake,Gateway,7.8,0.27,0,0,4,5,3,0,6.3,3501.69,0.8,0.81,0.04,0.05,0.19,110,Medium,30,11,,P004
V0151,CVE-2025-1151,P151,Security Patch 151,A070,Asset 70,Endpoints,Database,4.3,0.82,1,1,2,2,2,1,1.9,1137.1,2.3,0.68,0.15,0.14,0.75,197,High,39,52,,
V0152,CVE-2025-1152,P152,Security Patch 152,A018,Asset 18,OT,Payment,9.5,0.51,1,0,5,3,3,0,0.6,3997.25,3.7,0.88,0.18,0.13,0.55,67,Medium,25,14,P089,
V0153,CVE-2025-1153,P153,Security Patch 153,A014,Asset 14,DataLake,Web,9.6,0.86,1,1,5,2,2,1,6.2,1566.05,2.4,0.87,0.4,0.06,0.2,311,Medium,11,0,P090,
V0154,CVE-2025-1154,P154,Security Patch 154,A042,Asset 42,ERP,Auth,6.5,0.51,1,0,2,4,2,1,4.1,2324.36,0.8,0.73,0.14,0.56,0.14,51,Medium,29,8,P110,
V0155,CVE-2025-1155,P155,Security Patch 155,A067,Asset 67,Cloud,Auth,9.5,0.56,1,0,3,3,4,1,2.5,3250.7,0.5,0.85,0.14,0.07,0.11,67,Medium,23,43,P021,
V0156,CVE-2025-1156,P156,Security Patch 156,A080,Asset 80,CRM,Web,8.3,0.67,1,0,2,5,1,1,6.1,3033.83,2.6,0.59,0.34,0.37,0.48,202,Critical,18,5,,
V0157,CVE-2025-1157,P157,Security Patch 157,A067,Asset 67,Endpoints,Payment,8.1,0.48,1,0,4,2,4,0,1.9,1882.71,3.7,0.76,0.41,0.17,0.21,393,High,41,37,P035,
V0158,CVE-2025-1158,P158,Security Patch 158,A015,Asset 15,CRM,Auth,5.4,0.45,0,0,1,3,3,1,6.6,3334.99,1.5,0.67,0.41,0.55,0.06,295,Low,10,50,,
V0159,CVE-2025-1159,P159,Security Patch 159,A011,Asset 11,CRM,Database,7.9,0.98,1,1,1,1,4,1,5.0,1836.09,5.2,0.66,0.16,0.21,0.51,277,Critical,34,16,,
V0160,CVE-2025-1160,P160,Security Patch 160,A082,Asset 82,Endpoints,API,8.6,0.18,0,0,2,4,1,0,1.3,1068.69,3.3,0.61,0.26,0.57,0.6,135,Low,23,8,,
V0161,CVE-2025-1161,P161,Security Patch 161,A025,Asset 25,Endpoints,Auth,4.3,0.63,0,1,4,3,3,0,5.5,3255.66,1.7,0.91,0.27,0.64,0.26,221,Low,26,50,,
V0162,CVE-2025-1162,P162,Security Patch 162,A031,Asset 31,DataLake,API,4.2,0.44,0,1,2,3,1,0,6.2,3170.07,1.5,0.77,0.32,0.48,0.64,409,High,24,25,,
V0163,CVE-2025-1163,P163,Security Patch 163,A041,Asset 41,OT,Auth,4.1,0.26,1,0,2,2,3,0,1.8,3972.75,3.0,0.58,0.06,0.16,0.2,95,Medium,15,22,,
V0164,CVE-2025-1164,P164,Security Patch 164,A019,Asset 19,DataLake,API,8.2,0.52,1,0,2,5,1,0,3.5,3119.14,5.0,0.96,0.21,0.18,0.26,200,Critical,17,5,,
V0165,CVE-2025-1165,P165,Security Patch 165,A063,Asset 63,ERP,Database,9.0,0.91,0,0,3,4,1,0,4.0,3104.54,5.0,0.67,0.34,0.13,0.31,65,Critical,32,14,,
V0166,CVE-2025-1166,P166,Security Patch 166,A061,Asset 61,Endpoints,API,7.7,0.91,1,0,3,1,5,0,1.5,4547.06,0.7,0.94,0.3,0.53,0.31,2,High,44,27,,
V0167,CVE-2025-1167,P167,Security Patch 167,A003,Asset 3,Cloud,Gateway,6.7,0.35,0,1,5,5,2,0,5.7,667.82,5.2,0.92,0.08,0.08,0.29,311,High,24,55,P089,
V0168,CVE-2025-1168,P168,Security Patch 168,A005,Asset 5,CRM,Auth,8.3,0.76,1,1,1,3,2,0,1.2,3756.06,2.4,0.87,0.14,0.23,0.59,153,Critical,27,43,,
V0169,CVE-2025-1169,P169,Security Patch 169,A080,Asset 80,Endpoints,Database,7.0,0.94,0,0,5,1,1,1,5.0,1724.19,5.8,0.89,0.22,0.49,0.62,167,High,27,48,,
V0170,CVE-2025-1170,P170,Security Patch 170,A060,Asset 60,CRM,Auth,4.9,0.78,0,0,2,1,2,1,2.8,2682.52,5.8,0.87,0.32,0.58,0.3,198,Low,27,16,,P023
V0171,CVE-2025-1171,P171,Security Patch 171,A016,Asset 16,ERP,Gateway,6.0,0.88,0,0,3,1,2,1,1.3,2908.24,1.8,0.83,0.37,0.56,0.75,347,Low,9,48,,
V0172,CVE-2025-1172,P172,Security Patch 172,A068,Asset 68,ERP,Auth,6.8,0.55,1,0,1,1,4,0,3.1,3611.45,3.2,0.63,0.18,0.31,0.06,12,Critical,37,58,P063,
V0173,CVE-2025-1173,P173,Security Patch 173,A037,Asset 37,OT,API,9.3,0.43,0,0,2,3,4,0,1.4,767.93,1.2,0.83,0.03,0.1,0.08,96,Low,13,37,,
V0174,CVE-2025-1174,P174,Security Patch 174,A078,Asset 78,Cloud,Web,7.1,0.53,1,0,5,5,1,0,2.8,2902.03,1.7,0.96,0.13,0.18,0.09,178,Critical,29,8,P141,
V0175,CVE-2025-1175,P175,Security Patch 175,A059,Asset 59,ERP,Database,9.2,0.96,1,1,4,2,1,1,7.4,4786.91,5.1,0.75,0.19,0.26,0.46,351,High,39,15,,
V0176,CVE-2025-1176,P176,Security Patch 176,A015,Asset 15,DataLake,Web,4.4,0.42,1,0,1,3,1,0,4.6,4935.14,4.6,0.66,0.33,0.51,0.4,277,High,12,5,,
V0177,CVE-2025-1177,P177,Security Patch 177,A059,Asset 59,Cloud,Database,4.6,0.96,0,1,5,1,4,1,1.8,5348.49,2.0,0.68,0.4,0.59,0.26,245,Low,27,27,,P154
V0178,CVE-2025-1178,P178,Security Patch 178,A015,Asset 15,CRM,Payment,5.8,0.34,1,0,4,2,3,1,4.9,1809.24,2.4,0.84,0.26,0.1,0.65,227,High,30,44,P013,
V0179,CVE-2025-1179,P179,Security Patch 179,A076,Asset 76,Cloud,Web,9.3,0.61,1,0,5,4,3,1,4.7,1821.45,3.4,0.7,0.21,0.35,0.08,151,Medium,12,36,,P109
V0180,CVE-2025-1180,P180,Security Patch 180,A028,Asset 28,Endpoints,Auth,4.9,0.46,1,0,3,4,5,1,6.1,535.28,4.1,0.68,0.05,0.27,0.32,295,Medium,12,41,,
V0181,CVE-2025-1181,P181,Security Patch 181,A079,Asset 79,CRM,Gateway,9.7,0.83,0,0,3,2,3,1,0.9,1793.06,5.5,0.83,0.08,0.39,0.2,71,Critical,32,38,,
V0182,CVE-2025-1182,P182,Security Patch 182,A029,Asset 29,ERP,Payment,5.5,0.85,0,0,2,3,1,1,7.2,4210.68,4.9,0.83,0.27,0.38,0.27,391,Critical,32,36,P010,P031
V0183,CVE-2025-1183,P183,Security Patch 183,A074,Asset 74,OT,Gateway,8.5,0.44,0,0,1,1,3,0,3.9,2151.57,5.5,0.94,0.31,0.6,0.16,93,Medium,40,56,,
V0184,CVE-2025-1184,P184,Security Patch 184,A083,Asset 83,ERP,API,7.2,0.95,1,1,2,4,4,1,1.9,2099.97,5.8,0.61,0.31,0.39,0.11,4,High,41,12,,P049
V0185,CVE-2025-1185,P185,Security Patch 185,A065,Asset 65,ERP,Auth,7.8,0.56,0,0,2,2,4,0,0.7,531.97,2.2,0.65,0.07,0.11,0.61,174,High,15,26,P127,
V0186,CVE-2025-1186,P186,Security Patch 186,A066,Asset 66,OT,Payment,5.2,0.29,0,0,4,4,2,0,5.2,4016.06,0.6,0.95,0.33,0.23,0.29,238,Low,6,59,P157,
V0187,CVE-2025-1187,P187,Security Patch 187,A072,Asset 72,OT,Web,7.8,0.37,0,1,1,5,3,0,6.5,2537.14,4.8,0.82,0.15,0.51,0.34,198,Critical,39,14,,
V0188,CVE-2025-1188,P188,Security Patch 188,A004,Asset 4,Endpoints,Web,7.8,0.64,1,0,1,4,5,0,2.2,3631.98,5.7,0.8,0.28,0.15,0.35,397,High,34,6,P108,
V0189,CVE-2025-1189,P189,Security Patch 189,A021,Asset 21,CRM,API,5.1,0.84,1,0,5,2,4,0,2.5,2062.65,3.2,0.8,0.06,0.33,0.55,151,Critical,5,54,P024,
V0190,CVE-2025-1190,P190,Security Patch 190,A015,Asset 15,OT,Database,4.4,0.64,0,0,2,4,3,1,6.3,758.38,3.0,0.91,0.3,0.36,0.6,409,Critical,21,21,P142,
V0191,CVE-2025-1191,P191,Security Patch 191,A018,Asset 18,CRM,API,9.7,0.63,0,1,4,3,1,0,3.4,2080.24,1.9,0.96,0.35,0.43,0.55,334,Critical,11,34,,
V0192,CVE-2025-1192,P192,Security Patch 192,A069,Asset 69,OT,Payment,4.1,0.24,0,1,5,5,2,0,4.8,1274.64,5.3,0.69,0.28,0.54,0.43,105,Medium,32,59,,
V0193,CVE-2025-1193,P193,Security Patch 193,A036,Asset 36,DataLake,Web,9.4,0.26,1,0,5,3,2,0,2.2,2988.56,1.7,0.9,0.23,0.4,0.64,213,Low,36,37,P114,
V0194,CVE-2025-1194,P194,Security Patch 194,A047,Asset 47,Cloud,API,6.2,0.64,1,0,2,2,4,1,6.3,4757.89,3.3,0.61,0.34,0.42,0.26,30,Medium,5,16,P025,P169
V0195,CVE-2025-1195,P195,Security Patch 195,A054,Asset 54,ERP,Gateway,7.9,0.84,1,0,2,1,5,0,3.6,3420.71,5.9,0.85,0.23,0.61,0.57,382,Low,23,14,,
V0196,CVE-2025-1196,P196,Security Patch 196,A077,Asset 77,Endpoints,Gateway,4.8,0.47,0,0,3,3,3,0,1.0,2668.35,5.3,0.76,0.32,0.56,0.3,183,High,40,37,P190,
V0197,CVE-2025-1197,P197,Security Patch 197,A036,Asset 36,Cloud,Payment,8.1,0.41,1,0,2,1,1,1,6.2,4443.76,1.2,0.98,0.34,0.23,0.44,282,Medium,26,0,,
V0198,CVE-2025-1198,P198,Security Patch 198,A002,Asset 2,CRM,Gateway,4.8,0.79,0,0,1,2,5,1,6.6,2770.42,2.7,0.7,0.05,0.1,0.14,48,Medium,33,12,,
V0199,CVE-2025-1199,P199,Security Patch 199,A018,Asset 18,ERP,Web,8.9,0.66,1,1,1,2,1,0,3.4,756.15,4.7,0.85,0.28,0.38,0.65,166,Critical,22,55,P163,
V0200,CVE-2025-1200,P200,Security Patch 200,A039,Asset 39,DataLake,Auth,6.5,0.21,0,0,1,5,4,1,5.4,5270.96,2.1,0.84,0.38,0.47,0.54,37,Medium,37,11,,
V0201,CVE-2025-1201,P201,Security Patch 201,A081,Asset 81,CRM,Gateway,9.3,0.52,1,0,3,3,4,1,5.9,4791.27,2.6,0.88,0.21,0.37,0.61,170,Medium,16,46,P038,
V0202,CVE-2025-1202,P202,Security Patch 202,A001,Asset 1,ERP,API,8.1,0.16,1,0,2,5,1,0,1.8,3029.07,4.0,0.81,0.05,0.55,0.52,410,Medium,37,43,,
V0203,CVE-2025-1203,P203,Security Patch 203,A070,Asset 70,Cloud,Database,8.0,0.54,1,0,2,3,5,1,4.2,5295.71,3.7,0.83,0.26,0.34,0.09,285,High,10,15,,
V0204,CVE-2025-1204,P204,Security Patch 204,A075,Asset 75,DataLake,Database,6.4,0.5,1,0,2,4,2,0,7.3,622.01,4.9,0.78,0.06,0.64,0.39,11,Medium,23,2,,
V0205,CVE-2025-1205,P205,Security Patch 205,A001,Asset 1,Cloud,Gateway,9.1,0.78,1,1,4,5,1,1,4.5,4849.52,3.8,0.94,0.06,0.37,0.13,312,Medium,15,22,P035,
V0206,CVE-2025-1206,P206,Security Patch 206,A082,Asset 82,ERP,API,8.5,0.9,1,0,3,2,4,1,6.4,1717.31,3.8,0.82,0.17,0.56,0.68,4,Low,28,31,P045,
V0207,CVE-2025-1207,P207,Security Patch 207,A068,Asset 68,Endpoints,API,8.0,0.95,0,0,4,4,5,1,4.3,4066.96,1.8,0.67,0.16,0.06,0.56,252,High,34,53,,P031
V0208,CVE-2025-1208,P208,Security Patch 208,A073,Asset 73,CRM,Gateway,6.7,0.42,0,0,3,3,4,0,3.5,3448.36,3.5,0.96,0.28,0.1,0.16,163,Critical,41,39,P065,
V0209,CVE-2025-1209,P209,Security Patch 209,A055,Asset 55,DataLake,Database,7.8,0.25,0,0,4,5,2,1,6.1,1941.91,4.8,0.95,0.09,0.5,0.63,14,High,39,24,,
V0210,CVE-2025-1210,P210,Security Patch 210,A046,Asset 46,CRM,API,5.0,0.44,0,0,3,5,2,1,5.7,1512.72,1.8,0.69,0.36,0.06,0.09,66,High,26,13,,
V0211,CVE-2025-1211,P211,Security Patch 211,A058,Asset 58,Cloud,Web,5.6,0.92,0,0,2,1,4,1,3.5,1491.11,4.4,0.81,0.07,0.07,0.13,181,Critical,27,36,,P207
V0212,CVE-2025-1212,P212,Security Patch 212,A018,Asset 18,CRM,Auth,4.8,0.47,0,0,1,4,3,0,5.4,2488.73,1.9,0.69,0.21,0.13,0.35,288,Medium,29,12,,
V0213,CVE-2025-1213,P213,Security Patch 213,A030,Asset 30,ERP,Payment,7.2,0.55,0,0,5,5,2,0,3.7,932.69,1.3,0.74,0.4,0.31,0.09,226,High,7,54,,P124
V0214,CVE-2025-1214,P214,Security Patch 214,A082,Asset 82,Cloud,Auth,9.5,0.75,1,1,3,5,3,0,0.9,1838.92,5.6,0.62,0.23,0.61,0.06,287,High,25,13,,
V0215,CVE-2025-1215,P215,Security Patch 215,A016,Asset 16,DataLake,Web,9.0,0.92,0,1,3,1,1,0,3.5,407.33,3.2,0.63,0.28,0.26,0.16,74,High,10,29,P179,
V0216,CVE-2025-1216,P216,Security Patch 216,A079,Asset 79,Cloud,Auth,6.9,0.63,0,0,1,3,3,1,7.2,2895.01,1.7,0.96,0.27,0.07,0.47,109,Low,31,56,,P017
V0217,CVE-2025-1217,P217,Security Patch 217,A052,Asset 52,Cloud,Auth,4.8,0.9,0,0,3,3,2,1,1.1,4295.72,2.0,0.93,0.17,0.49,0.61,118,Critical,21,55,,
V0218,CVE-2025-1218,P218,Security Patch 218,A011,Asset 11,ERP,Web,5.6,0.78,1,0,4,2,1,0,7.2,2507.65,1.8,0.86,0.07,0.58,0.65,283,Critical,38,40,,
V0219,CVE-2025-1219,P219,Security Patch 219,A048,Asset 48,DataLake,Gateway,5.2,0.83,0,0,3,1,4,1,1.7,3454.64,1.1,0.68,0.05,0.59,0.11,20,Medium,15,54,,
V0220,CVE-2025-1220,P220,Security Patch 220,A078,Asset 78,ERP,Web,4.4,0.5,0,0,5,4,1,1,5.0,4825.65,4.2,0.92,0.04,0.06,0.23,94,Medium,15,57,,
V0221,CVE-2025-1221,P221,Security Patch 221,A077,Asset 77,DataLake,API,8.7,0.15,0,0,3,1,1,1,6.3,4387.12,4.6,0.86,0.23,0.57,0.63,128,Critical,19,9,,
V0222,CVE-2025-1222,P222,Security Patch 222,A017,Asset 17,Endpoints,Auth,5.9,0.57,1,1,4,2,5,1,7.2,1739.93,3.6,0.72,0.13,0.32,0.2,40,High,15,28,,
V0223,CVE-2025-1223,P223,Security Patch 223,A033,Asset 33,OT,Gateway,9.7,0.89,1,0,3,2,3,1,1.2,5125.63,1.0,0.69,0.06,0.39,0.22,274,High,20,39,,
V0224,CVE-2025-1224,P224,Security Patch 224,A062,Asset 62,Endpoints,API,7.1,0.65,1,0,3,3,3,0,2.9,4094.88,1.0,0.69,0.13,0.29,0.39,179,Medium,26,59,P036,
V0225,CVE-2025-1225,P225,Security Patch 225,A005,Asset 5,OT,Web,5.4,0.33,1,0,5,5,1,0,4.1,974.65,5.9,0.79,0.18,0.1,0.06,92,High,24,13,,P001
V0226,CVE-2025-1226,P226,Security Patch 226,A041,Asset 41,Cloud,Gateway,5.9,0.92,0,1,5,4,4,1,1.3,3846.12,1.8,0.65,0.18,0.31,0.3,79,Medium,22,0,,
V0227,CVE-2025-1227,P227,Security Patch 227,A016,Asset 16,Cloud,Gateway,6.6,0.34,0,0,1,4,3,1,3.6,1887.68,5.6,0.71,0.38,0.07,0.07,240,Critical,43,45,P144,
V0228,CVE-2025-1228,P228,Security Patch 228,A053,Asset 53,Cloud,Web,7.0,0.63,1,0,4,2,3,1,1.9,2983.24,0.9,0.64,0.22,0.53,0.17,70,Critical,40,47,,
V0229,CVE-2025-1229,P229,Security Patch 229,A083,Asset 83,ERP,Payment,8.6,0.89,0,0,2,2,5,1,4.4,1666.73,3.7,0.61,0.3,0.33,0.74,361,Critical,41,0,,
V0230,CVE-2025-1230,P230,Security Patch 230,A060,Asset 60,ERP,Auth,4.3,0.57,1,1,5,4,1,0,0.6,1821.28,3.1,0.84,0.19,0.64,0.49,330,Critical,32,48,P050,
V0231,CVE-2025-1231,P231,Security Patch 231,A068,Asset 68,DataLake,API,4.9,0.33,1,1,1,2,1,1,7.3,3815.54,1.8,0.68,0.24,0.14,0.06,55,Low,8,21,P043,
V0232,CVE-2025-1232,P232,Security Patch 232,A076,Asset 76,Cloud,Auth,6.0,0.94,1,0,1,3,1,1,1.0,480.34,1.3,0.88,0.08,0.32,0.17,316,Critical,20,7,,
V0233,CVE-2025-1233,P233,Security Patch 233,A019,Asset 19,Endpoints,Database,6.5,0.16,1,0,5,1,1,0,2.0,966.32,1.4,0.67,0.12,0.44,0.73,24,Low,7,49,,
V0234,CVE-2025-1234,P234,Security Patch 234,A073,Asset 73,ERP,API,5.4,0.74,1,1,5,5,5,0,3.7,255.77,3.2,0.98,0.28,0.64,0.32,340,Medium,9,35,,
V0235,CVE-2025-1235,P235,Security Patch 235,A037,Asset 37,Endpoints,Database,9.6,0.59,0,0,5,5,2,1,3.0,294.0,5.9,0.83,0.38,0.14,0.17,40,Medium,12,36,P194,
V0236,CVE-2025-1236,P236,Security Patch 236,A060,Asset 60,OT,API,5.1,0.78,0,1,5,3,1,1,1.9,4541.6,3.5,0.77,0.04,0.18,0.7,334,Critical,37,48,P032,
V0237,CVE-2025-1237,P237,Security Patch 237,A045,Asset 45,Endpoints,Database,5.1,0.25,1,1,2,5,1,1,4.0,435.95,4.3,0.92,0.23,0.42,0.31,200,Low,27,21,,
V0238,CVE-2025-1238,P238,Security Patch 238,A021,Asset 21,ERP,Gateway,6.4,0.3,0,1,1,3,5,1,4.1,2406.05,1.9,0.64,0.19,0.11,0.5,270,Low,17,50,P074,
V0239,CVE-2025-1239,P239,Security Patch 239,A061,Asset 61,ERP,Web,7.2,0.97,1,0,5,2,5,0,3.4,2127.37,5.5,0.94,0.28,0.07,0.74,371,High,42,4,P210,
V0240,CVE-2025-1240,P240,Security Patch 240,A012,Asset 12,CRM,API,4.7,0.28,0,0,5,2,4,0,2.4,3246.85,1.9,0.76,0.24,0.58,0.09,336,High,38,27,,
V0241,CVE-2025-1241,P241,Security Patch 241,A044,Asset 44,ERP,Gateway,7.5,0.84,1,1,4,2,3,1,6.6,5365.37,1.7,0.88,0.19,0.3,0.56,402,Low,24,8,P139,
V0242,CVE-2025-1242,P242,Security Patch 242,A049,Asset 49,CRM,API,4.4,0.97,1,0,1,4,5,0,4.2,4813.71,1.0,0.64,0.22,0.26,0.35,7,Low,35,33,,
V0243,CVE-2025-1243,P243,Security Patch 243,A083,Asset 83,CRM,Web,8.2,0.3,1,0,5,3,2,0,1.3,2263.96,5.7,0.7,0.1,0.36,0.28,371,Medium,24,58,P225,
V0244,CVE-2025-1244,P244,Security Patch 244,A020,Asset 20,Endpoints,Gateway,6.5,0.36,1,1,4,2,1,1,1.4,4990.12,5.9,0.88,0.33,0.38,0.42,341,High,8,7,,
V0245,CVE-2025-1245,P245,Security Patch 245,A022,Asset 22,Endpoints,Database,5.5,0.61,1,0,3,1,1,1,3.4,4509.91,4.8,0.99,0.09,0.56,0.75,387,Medium,27,49,P132,
V0246,CVE-2025-1246,P246,Security Patch 246,A012,Asset 12,Cloud,Database,7.7,0.66,0,0,2,4,4,0,3.4,3476.74,2.4,0.72,0.1,0.14,0.67,181,Low,7,43,,
V0247,CVE-2025-1247,P247,Security Patch 247,A061,Asset 61,Cloud,API,8.9,0.76,1,0,3,2,3,1,0.6,4619.51,1.0,0.64,0.18,0.29,0.64,121,High,37,41,,
V0248,CVE-2025-1248,P248,Security Patch 248,A011,Asset 11,ERP,Web,6.6,0.27,0,0,4,2,3,1,6.2,308.66,3.4,0.91,0.27,0.61,0.54,52,Critical,32,12,P102,P087
V0249,CVE-2025-1249,P249,Security Patch 249,A063,Asset 63,OT,API,8.6,0.83,1,1,3,3,5,0,2.1,3771.88,0.8,0.92,0.18,0.26,0.5,385,Critical,44,13,P065,
V0250,CVE-2025-1250,P250,Security Patch 250,A012,Asset 12,DataLake,API,9.7,0.59,1,0,3,2,2,1,4.0,1790.24,1.1,0.69,0.27,0.57,0.53,125,Medium,26,34,,
